pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
2019-03-16 01:14:24,2019-03-16 01:26:45,1,2.6,11.0,0.0,0.0,12.3,yellow,cash,Crown Heights North,Crown Heights South,Brooklyn,Brooklyn
2019-03-26 01:14:52,2019-03-26 01:20:27,1,2.14,8.0,0.0,0.0,11.8,yellow,cash,Seaport,DUMBO/Vinegar Hill,Manhattan,Brooklyn
2019-03-12 02:58:34,2019-03-12 03:04:48,2,1.5,7.0,2.15,0.0,12.95,yellow,credit card,Union Sq,Murray Hill,Manhattan,Manhattan
2019-03-26 21:07:17,2019-03-26 21:29:20,1,3.97,18.0,4.36,0.0,26.16,yellow,credit card,Union Sq,East Harlem South,Manhattan,Manhattan
2019-03-20 20:52:57,2019-03-20 21:08:21,1,4.08,14.5,3.66,0.0,21.96,yellow,credit card,East Village,Yorkville East,Manhattan,Manhattan
2019-03-01 17:51:29,2019-03-01 18:02:41,1,1.75,9.0,3.99,0.0,17.29,yellow,credit card,Penn Station/Madison Sq West,Greenwich Village North,Manhattan,Manhattan
2019-03-31 19:48:55,2019-03-31 20:00:50,1,1.22,8.5,0.0,0.0,11.8,yellow,cash,Greenwich Village North,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-11 17:55:58,2019-03-11 18:04:46,1,2.48,10.0,2.86,0.0,17.16,yellow,credit card,Battery Park City,East Chelsea,Manhattan,Manhattan
2019-03-24 12:32:26,2019-03-24 12:43:25,3,2.7,11.0,3.55,0.0,17.85,yellow,credit card,Yorkville East,East Harlem North,Manhattan,Manhattan
2019-03-12 18:34:33,2019-03-12 18:43:13,1,0.37,6.5,0.0,0.0,10.8,yellow,cash,Midtown North,Midtown North,Manhattan,Manhattan
2019-03-27 20:09:15,2019-03-27 20:13:09,1,1.29,5.5,0.0,0.0,9.3,yellow,cash,Upper West Side South,Bloomingdale,Manhattan,Manhattan
2019-03-06 23:32:10,2019-03-06 23:38:21,2,1.25,6.5,1.54,0.0,11.84,yellow,credit card,Greenwich Village South,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-21 06:12:16,2019-03-21 06:16:45,5,1.2,5.5,1.76,0.0,10.56,yellow,credit card,Penn Station/Madison Sq West,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-08 22:03:27,2019-03-08 22:16:13,1,6.35,19.0,0.0,0.0,22.8,yellow,cash,Lincoln Square West,Washington Heights South,Manhattan,Manhattan
2019-03-29 19:24:36,2019-03-29 19:33:39,1,2.23,9.5,3.45,0.0,17.25,yellow,credit card,Upper East Side South,Long Island City/Hunters Point,Manhattan,Queens
2019-03-24 00:12:23,2019-03-24 00:27:21,3,7.2,22.0,6.3,5.76,37.86,yellow,credit card,LaGuardia Airport,Yorkville East,Queens,Manhattan
2019-03-24 16:49:27,2019-03-24 16:56:46,3,1.3,6.5,1.0,0.0,10.8,yellow,credit card,Penn Station/Madison Sq West,Union Sq,Manhattan,Manhattan
2019-03-18 22:07:21,2019-03-18 22:13:35,1,1.33,6.5,2.06,0.0,12.36,yellow,credit card,Midtown South,Gramercy,Manhattan,Manhattan
2019-03-01 11:56:33,2019-03-01 12:24:09,1,12.05,35.5,0.0,0.0,36.3,yellow,credit card,Clinton East,Soundview/Castle Hill,Manhattan,Bronx
2019-03-03 00:53:01,2019-03-03 01:08:24,1,2.8,12.5,3.25,0.0,19.55,yellow,credit card,Lower East Side,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-08 17:25:38,2019-03-08 17:32:08,1,0.6,6.0,0.0,0.0,10.3,yellow,credit card,Midtown Center,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-10 03:41:47,2019-03-10 03:47:49,1,1.21,6.5,1.0,0.0,11.3,yellow,credit card,Murray Hill,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-05 12:34:42,2019-03-05 13:23:51,5,13.57,45.0,13.52,5.76,67.58,yellow,credit card,LaGuardia Airport,Lower East Side,Queens,Manhattan
2019-03-30 09:25:34,2019-03-30 09:28:42,1,0.9,5.0,0.0,0.0,8.3,yellow,cash,Times Sq/Theatre District,Garment District,Manhattan,Manhattan
2019-03-25 18:42:25,2019-03-25 18:54:54,1,1.8,9.5,2.0,0.0,15.8,yellow,credit card,Midtown Center,Union Sq,Manhattan,Manhattan
2019-03-23 04:21:32,2019-03-23 04:27:31,1,1.2,6.5,1.0,0.0,11.3,yellow,credit card,Clinton East,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-03 13:41:18,2019-03-03 13:46:47,1,0.68,5.0,2.0,0.0,10.3,yellow,credit card,Greenwich Village North,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-19 11:00:45,2019-03-19 11:07:21,1,1.3,6.5,2.45,0.0,12.25,yellow,credit card,Lincoln Square East,Upper West Side North,Manhattan,Manhattan
2019-03-30 23:50:23,2019-03-31 00:00:01,1,1.3,8.0,1.0,0.0,12.8,yellow,credit card,Lower East Side,West Village,Manhattan,Manhattan
2019-03-23 19:22:48,2019-03-23 19:28:28,2,1.4,7.0,0.0,0.0,7.8,yellow,cash,Upper West Side North,Morningside Heights,Manhattan,Manhattan
2019-03-17 17:25:09,2019-03-17 17:32:05,3,0.8,6.0,0.0,0.0,9.3,yellow,cash,Midtown Center,Clinton East,Manhattan,Manhattan
2019-03-08 22:06:50,2019-03-08 22:22:07,1,3.8,15.0,3.75,0.0,22.55,yellow,credit card,Lenox Hill West,East Village,Manhattan,Manhattan
2019-03-08 13:17:30,2019-03-08 13:26:21,1,1.64,8.0,2.26,0.0,13.56,yellow,credit card,Lenox Hill West,Upper East Side North,Manhattan,Manhattan
2019-03-23 23:17:57,2019-03-23 23:21:40,2,0.87,5.0,0.88,0.0,9.68,yellow,credit card,Lincoln Square East,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-21 08:08:23,2019-03-21 08:16:12,1,0.9,7.0,1.8,0.0,12.1,yellow,credit card,Penn Station/Madison Sq West,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-17 15:31:50,2019-03-17 15:50:33,1,5.63,18.5,0.0,0.0,21.8,yellow,cash,Kips Bay,Brooklyn Heights,Manhattan,Brooklyn
2019-03-03 22:42:09,2019-03-03 22:47:36,1,0.33,5.0,1.76,0.0,10.56,yellow,credit card,Lincoln Square East,Lincoln Square West,Manhattan,Manhattan
2019-03-04 21:46:08,2019-03-04 21:53:15,1,1.9,8.0,2.35,0.0,14.15,yellow,credit card,Sutton Place/Turtle Bay North,Yorkville East,Manhattan,Manhattan
2019-03-07 19:16:18,2019-03-07 19:44:37,1,4.4,20.5,0.0,0.0,22.3,yellow,credit card,East Chelsea,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-01 14:11:37,2019-03-01 14:17:25,1,1.04,6.0,0.0,0.0,9.3,yellow,cash,Greenwich Village North,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-31 06:51:54,2019-03-31 07:02:42,1,3.9,12.5,4.0,0.0,19.8,yellow,credit card,Clinton East,East Harlem South,Manhattan,Manhattan
2019-03-19 12:40:08,2019-03-19 13:03:40,1,3.59,17.0,1.0,0.0,21.3,yellow,credit card,Flatiron,World Trade Center,Manhattan,Manhattan
2019-03-28 22:18:16,2019-03-28 22:21:53,5,0.89,5.0,1.76,0.0,10.56,yellow,credit card,Upper East Side North,Yorkville West,Manhattan,Manhattan
2019-03-27 21:02:16,2019-03-27 21:07:33,2,1.3,6.5,2.05,0.0,12.35,yellow,credit card,Union Sq,Garment District,Manhattan,Manhattan
2019-03-17 06:49:50,2019-03-17 06:59:38,1,2.4,9.5,5.0,0.0,17.8,yellow,credit card,East Village,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-28 17:52:19,2019-03-28 18:09:37,1,1.8,12.0,0.0,0.0,16.3,yellow,cash,Midtown North,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-24 08:53:31,2019-03-24 08:57:29,3,1.03,5.5,1.76,0.0,10.56,yellow,credit card,Chinatown,Greenwich Village South,Manhattan,Manhattan
2019-03-09 14:41:28,2019-03-09 14:56:03,1,2.04,11.0,0.0,0.0,14.3,yellow,cash,Midtown South,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-06 13:16:44,2019-03-06 13:23:56,1,1.1,7.0,3.05,0.0,13.35,yellow,credit card,Upper East Side North,East Harlem South,Manhattan,Manhattan
2019-03-16 19:26:25,2019-03-16 19:46:40,1,3.66,15.0,3.66,0.0,21.96,yellow,credit card,Yorkville East,Gramercy,Manhattan,Manhattan
2019-03-17 16:09:20,2019-03-17 16:27:25,4,2.6,13.5,0.0,0.0,16.8,yellow,cash,East Chelsea,Upper East Side South,Manhattan,Manhattan
2019-03-08 13:52:36,2019-03-08 13:59:15,1,0.68,6.0,1.86,0.0,11.16,yellow,credit card,Upper East Side South,Upper East Side South,Manhattan,Manhattan
2019-03-28 19:48:23,2019-03-28 20:04:37,1,1.7,11.0,3.05,0.0,18.35,yellow,credit card,Times Sq/Theatre District,Union Sq,Manhattan,Manhattan
2019-03-01 09:33:42,2019-03-01 09:48:36,1,1.11,10.0,2.66,0.0,15.96,yellow,credit card,Clinton East,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-18 10:37:34,2019-03-18 10:49:36,1,1.3,9.0,2.45,0.0,14.75,yellow,credit card,Murray Hill,Clinton West,Manhattan,Manhattan
2019-03-18 18:47:11,2019-03-18 19:05:14,1,2.1,13.0,3.45,0.0,20.75,yellow,credit card,East Village,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-19 23:23:12,2019-03-19 23:38:38,1,3.37,13.5,2.0,0.0,19.3,yellow,credit card,Clinton East,Alphabet City,Manhattan,Manhattan
2019-03-20 20:38:18,2019-03-20 20:45:26,0,1.1,6.5,1.56,0.0,9.36,yellow,credit card,Midtown Center,Midtown Center,Manhattan,Manhattan
2019-03-15 22:38:47,2019-03-15 22:41:19,1,0.6,4.0,1.0,0.0,8.8,yellow,credit card,Clinton East,Lincoln Square West,Manhattan,Manhattan
2019-03-02 03:22:04,2019-03-02 03:32:37,1,1.47,8.5,2.0,0.0,14.3,yellow,credit card,Lower East Side,Greenwich Village North,Manhattan,Manhattan
2019-03-15 18:51:54,2019-03-15 19:46:20,2,17.28,52.0,13.11,5.76,78.67,yellow,credit card,JFK Airport,Midtown Center,Queens,Manhattan
2019-03-22 04:46:14,2019-03-22 05:16:28,5,18.94,52.0,12.21,5.76,73.27,yellow,credit card,Upper East Side North,JFK Airport,Manhattan,Queens
2019-03-12 18:23:06,2019-03-12 18:31:25,1,0.53,6.5,2.16,0.0,12.96,yellow,credit card,Midtown Center,Midtown South,Manhattan,Manhattan
2019-03-28 13:20:19,2019-03-28 13:36:52,1,1.08,11.0,0.0,0.0,14.3,yellow,cash,Times Sq/Theatre District,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-23 18:49:13,2019-03-23 19:01:58,2,2.33,10.5,2.76,0.0,16.56,yellow,credit card,East Village,Kips Bay,Manhattan,Manhattan
2019-03-23 02:42:30,2019-03-23 02:46:36,1,0.75,5.0,1.76,0.0,10.56,yellow,credit card,Gramercy,Union Sq,Manhattan,Manhattan
2019-03-23 22:06:31,2019-03-23 22:12:32,1,0.6,5.5,0.0,0.0,9.3,yellow,cash,Union Sq,Midtown South,Manhattan,Manhattan
2019-03-23 02:12:39,2019-03-23 02:19:07,1,1.55,7.0,1.0,0.0,11.8,yellow,credit card,Midtown South,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-09 17:26:02,2019-03-09 17:26:10,1,0.9,2.5,0.0,0.0,5.8,yellow,cash,Murray Hill,Murray Hill,Manhattan,Manhattan
2019-03-02 12:12:02,2019-03-02 12:17:06,2,0.64,5.0,2.08,0.0,10.38,yellow,credit card,UN/Turtle Bay South,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-01 21:29:24,2019-03-01 21:42:30,1,2.8,12.0,3.16,0.0,18.96,yellow,credit card,Midtown Center,Upper West Side North,Manhattan,Manhattan
2019-03-12 09:24:13,2019-03-12 09:40:30,6,2.11,12.0,0.0,0.0,15.3,yellow,cash,Hudson Sq,East Chelsea,Manhattan,Manhattan
2019-03-12 18:14:47,2019-03-12 18:31:07,1,1.1,11.0,1.0,0.0,16.3,yellow,credit card,Midtown East,Midtown Center,Manhattan,Manhattan
2019-03-21 21:41:31,2019-03-21 21:52:49,2,1.4,8.5,2.0,0.0,14.3,yellow,credit card,East Village,Kips Bay,Manhattan,Manhattan
2019-03-05 14:54:04,2019-03-05 15:00:50,1,0.88,6.5,2.94,0.0,12.74,yellow,credit card,Upper West Side South,Upper West Side South,Manhattan,Manhattan
2019-03-13 07:37:38,2019-03-13 07:53:49,2,5.9,19.0,0.0,0.0,22.3,yellow,cash,Two Bridges/Seward Park,East Harlem South,Manhattan,Manhattan
2019-03-11 17:20:38,2019-03-11 17:32:30,2,0.83,8.5,3.2,0.0,16.0,yellow,credit card,Midtown East,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-14 19:06:21,2019-03-14 19:28:14,1,1.05,13.5,0.0,0.0,17.8,yellow,cash,East Chelsea,Garment District,Manhattan,Manhattan
2019-03-07 09:07:26,2019-03-07 09:22:20,1,1.39,10.5,1.0,0.0,14.8,yellow,credit card,Upper West Side South,Central Park,Manhattan,Manhattan
2019-03-31 11:37:47,2019-03-31 11:47:12,2,1.1,7.5,2.15,0.0,12.95,yellow,credit card,Gramercy,Flatiron,Manhattan,Manhattan
2019-03-26 08:44:47,2019-03-26 08:51:36,1,1.2,6.5,2.45,0.0,12.25,yellow,credit card,Clinton East,Clinton West,Manhattan,Manhattan
2019-03-05 07:39:37,2019-03-05 07:47:22,1,1.2,7.0,2.05,0.0,12.35,yellow,credit card,Upper West Side North,Upper East Side North,Manhattan,Manhattan
2019-03-28 18:21:43,2019-03-28 18:23:48,3,0.49,3.5,0.0,0.0,7.8,yellow,cash,Flatiron,East Chelsea,Manhattan,Manhattan
2019-03-14 20:33:35,2019-03-14 20:47:52,1,2.58,12.0,3.16,0.0,18.96,yellow,credit card,Clinton East,Yorkville East,Manhattan,Manhattan
2019-03-28 20:25:20,2019-03-28 20:47:14,1,8.24,25.5,6.51,5.76,39.07,yellow,credit card,East Harlem North,Randalls Island,Manhattan,Manhattan
2019-03-04 06:44:01,2019-03-04 06:54:26,0,2.1,10.0,0.7,0.0,14.0,yellow,credit card,Greenwich Village North,Midtown East,Manhattan,Manhattan
2019-03-15 08:17:30,2019-03-15 08:25:03,1,1.4,7.0,2.05,0.0,12.35,yellow,credit card,Upper East Side South,Midtown North,Manhattan,Manhattan
2019-03-10 14:16:39,2019-03-10 14:18:12,1,0.55,3.5,0.0,0.0,4.3,yellow,cash,East Harlem North,East Harlem South,Manhattan,Manhattan
2019-03-13 14:37:14,2019-03-13 14:43:12,0,0.7,5.5,1.75,0.0,10.55,yellow,credit card,Little Italy/NoLiTa,West Village,Manhattan,Manhattan
2019-03-24 15:12:59,2019-03-24 15:24:49,2,0.9,8.5,0.0,0.0,11.8,yellow,cash,Times Sq/Theatre District,East Chelsea,Manhattan,Manhattan
2019-03-01 18:33:04,2019-03-01 18:39:32,2,0.8,6.0,2.05,0.0,12.35,yellow,credit card,Clinton West,Garment District,Manhattan,Manhattan
2019-03-01 08:32:53,2019-03-01 08:47:18,1,3.09,12.0,3.06,0.0,18.36,yellow,credit card,Hudson Sq,Alphabet City,Manhattan,Manhattan
2019-03-31 00:14:24,2019-03-31 00:29:29,1,1.9,11.5,1.0,0.0,16.3,yellow,credit card,East Village,Two Bridges/Seward Park,Manhattan,Manhattan
2019-03-24 04:54:14,2019-03-24 05:04:44,1,2.07,9.5,1.0,0.0,14.3,yellow,credit card,Union Sq,Alphabet City,Manhattan,Manhattan
2019-03-06 22:16:22,2019-03-06 22:28:48,4,3.04,12.0,3.16,0.0,18.96,yellow,credit card,Times Sq/Theatre District,Upper East Side North,Manhattan,Manhattan
2019-03-02 12:18:08,2019-03-02 12:32:38,1,1.65,10.5,2.76,0.0,16.56,yellow,credit card,East Chelsea,Midtown East,Manhattan,Manhattan
2019-03-30 19:51:47,2019-03-30 20:16:37,1,8.44,26.0,7.01,5.76,42.07,yellow,credit card,LaGuardia Airport,Upper East Side North,Queens,Manhattan
2019-03-22 07:46:12,2019-03-22 08:07:15,5,1.43,13.5,0.0,0.0,16.8,yellow,cash,Murray Hill,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-30 01:04:32,2019-03-30 01:20:04,3,3.95,15.5,1.93,0.0,21.23,yellow,credit card,Lower East Side,Murray Hill,Manhattan,Manhattan
2019-03-02 07:28:47,2019-03-02 07:35:25,1,1.5,7.0,0.0,0.0,10.3,yellow,cash,Upper East Side South,Murray Hill,Manhattan,Manhattan
2019-03-14 23:53:10,2019-03-15 00:04:00,1,2.5,10.0,2.76,0.0,16.56,yellow,credit card,Midtown East,East Village,Manhattan,Manhattan
2019-03-18 19:48:37,2019-03-18 19:51:15,1,0.69,4.0,1.24,0.0,9.54,yellow,credit card,Midtown Center,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-27 17:59:17,2019-03-27 18:27:22,1,2.75,18.0,4.46,0.0,26.76,yellow,credit card,Midtown Center,Kips Bay,Manhattan,Manhattan
2019-03-26 18:05:04,2019-03-26 18:31:31,1,2.04,16.5,0.0,0.0,20.8,yellow,cash,Times Sq/Theatre District,East Village,Manhattan,Manhattan
2019-03-07 12:27:10,2019-03-07 12:48:31,1,3.39,16.5,3.96,0.0,23.76,yellow,credit card,East Chelsea,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-17 15:49:14,2019-03-17 15:58:56,2,1.33,8.0,2.26,0.0,13.56,yellow,credit card,Midtown North,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-18 08:01:22,2019-03-18 08:09:14,2,1.15,7.0,2.06,0.0,12.36,yellow,credit card,Little Italy/NoLiTa,Greenwich Village North,Manhattan,Manhattan
2019-03-21 22:07:10,2019-03-21 22:17:36,1,1.94,9.5,2.2,0.0,15.5,yellow,credit card,Upper West Side South,Lenox Hill West,Manhattan,Manhattan
2019-03-28 10:09:23,2019-03-28 10:24:41,2,1.62,11.0,2.0,0.0,16.3,yellow,credit card,Central Park,Midtown Center,Manhattan,Manhattan
2019-03-25 22:38:58,2019-03-25 22:43:42,2,0.81,5.5,0.0,0.0,9.3,yellow,cash,Clinton East,Midtown North,Manhattan,Manhattan
2019-03-20 12:49:35,2019-03-20 12:58:37,3,0.37,7.0,0.0,0.0,10.3,yellow,cash,Penn Station/Madison Sq West,Garment District,Manhattan,Manhattan
2019-03-14 12:30:56,2019-03-14 13:03:15,1,11.79,36.5,0.0,0.0,39.8,yellow,cash,West Chelsea/Hudson Yards,Melrose South,Manhattan,Bronx
2019-03-14 00:59:00,2019-03-14 01:04:01,1,1.4,6.5,2.05,0.0,12.35,yellow,credit card,East Village,Murray Hill,Manhattan,Manhattan
2019-03-19 06:57:14,2019-03-19 07:00:08,1,1.3,5.5,0.0,0.0,6.3,yellow,,Boerum Hill,Columbia Street,Brooklyn,Brooklyn
2019-03-30 12:01:56,2019-03-30 12:16:46,1,3.42,14.0,2.0,0.0,19.3,yellow,credit card,Midtown East,Central Park,Manhattan,Manhattan
2019-03-09 20:25:17,2019-03-09 20:40:18,2,2.6,12.0,3.15,0.0,18.95,yellow,credit card,Penn Station/Madison Sq West,Battery Park City,Manhattan,Manhattan
2019-03-12 21:15:09,2019-03-12 21:31:47,2,2.1,12.0,3.15,0.0,18.95,yellow,credit card,TriBeCa/Civic Center,East Village,Manhattan,Manhattan
2019-03-23 14:33:01,2019-03-23 14:51:41,5,1.63,12.5,0.0,0.0,15.8,yellow,cash,Battery Park City,Chinatown,Manhattan,Manhattan
2019-03-01 21:02:27,2019-03-01 21:07:03,1,1.2,6.0,1.95,0.0,11.75,yellow,credit card,Midtown East,Upper East Side South,Manhattan,Manhattan
2019-03-06 08:38:24,2019-03-06 08:57:53,1,1.26,12.5,0.0,0.0,15.8,yellow,cash,Garment District,Murray Hill,Manhattan,Manhattan
2019-03-11 22:41:38,2019-03-11 22:50:06,2,1.32,7.5,0.0,0.0,11.3,yellow,cash,Clinton East,Midtown South,Manhattan,Manhattan
2019-03-13 19:00:14,2019-03-13 19:49:44,1,9.0,35.5,7.95,0.0,47.75,yellow,credit card,Midtown North,Park Slope,Manhattan,Brooklyn
2019-03-08 18:37:06,2019-03-08 18:44:08,1,1.2,7.0,1.75,0.0,10.55,yellow,credit card,Morningside Heights,Upper West Side North,Manhattan,Manhattan
2019-03-03 09:25:55,2019-03-03 09:34:53,1,1.78,8.5,1.5,0.0,13.3,yellow,credit card,Midtown North,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-18 13:28:31,2019-03-18 13:39:03,3,0.9,8.0,0.0,0.0,11.3,yellow,cash,Midtown North,Midtown East,Manhattan,Manhattan
2019-03-25 16:02:33,2019-03-25 16:09:38,1,1.1,6.5,1.0,0.0,11.8,yellow,credit card,West Village,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-24 01:08:20,2019-03-24 01:08:34,1,0.02,2.5,0.0,0.0,6.3,yellow,cash,Meatpacking/West Village West,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-26 14:18:55,2019-03-26 14:27:01,5,0.99,6.5,0.0,0.0,9.8,yellow,cash,East Village,Gramercy,Manhattan,Manhattan
2019-03-22 18:00:02,2019-03-22 18:13:31,1,1.8,10.0,0.0,0.0,14.3,yellow,cash,Union Sq,East Village,Manhattan,Manhattan
2019-03-31 10:54:31,2019-03-31 10:57:34,1,0.2,4.0,0.0,0.0,7.3,yellow,cash,Williamsburg (South Side),Williamsburg (South Side),Brooklyn,Brooklyn
2019-03-07 16:31:21,2019-03-07 16:40:50,1,1.15,7.5,1.0,0.0,12.8,yellow,credit card,TriBeCa/Civic Center,SoHo,Manhattan,Manhattan
2019-03-25 18:58:26,2019-03-25 19:10:36,1,2.45,11.5,2.37,0.0,18.17,yellow,credit card,Hudson Sq,Financial District South,Manhattan,Manhattan
2019-03-14 23:00:54,2019-03-14 23:19:05,1,3.53,15.0,4.7,0.0,23.5,yellow,credit card,Lower East Side,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-11 16:55:41,2019-03-11 17:06:13,5,2.03,9.5,0.0,0.0,13.8,yellow,cash,Lenox Hill East,Lincoln Square East,Manhattan,Manhattan
2019-03-07 09:09:24,2019-03-07 09:48:44,3,8.19,30.5,0.0,5.76,39.56,yellow,cash,East Chelsea,Park Slope,Manhattan,Brooklyn
2019-03-29 03:34:59,2019-03-29 03:50:49,1,6.18,19.5,4.66,0.0,27.96,yellow,credit card,Clinton East,Washington Heights South,Manhattan,Manhattan
2019-03-10 18:37:52,2019-03-10 18:58:09,1,4.0,16.5,4.15,0.0,24.95,yellow,credit card,Union Sq,Upper West Side North,Manhattan,Manhattan
2019-03-08 21:34:20,2019-03-08 21:49:01,2,3.3,13.0,5.0,0.0,21.8,yellow,credit card,Financial District South,Brooklyn Heights,Manhattan,Brooklyn
2019-03-02 16:29:57,2019-03-02 16:34:41,1,0.86,5.5,1.76,0.0,10.56,yellow,credit card,Penn Station/Madison Sq West,Flatiron,Manhattan,Manhattan
2019-03-29 18:35:28,2019-03-29 18:54:37,1,2.1,13.0,3.46,0.0,20.76,yellow,credit card,Midtown South,SoHo,Manhattan,Manhattan
2019-03-30 22:50:12,2019-03-30 22:52:22,5,0.58,4.0,2.34,0.0,10.14,yellow,credit card,Central Park,Central Park,Manhattan,Manhattan
2019-03-31 13:36:49,2019-03-31 14:00:43,2,2.46,15.5,3.76,0.0,22.56,yellow,credit card,Midtown East,East Chelsea,Manhattan,Manhattan
2019-03-17 18:57:44,2019-03-17 19:03:18,1,1.6,7.0,2.06,0.0,12.36,yellow,credit card,Yorkville West,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-18 11:33:18,2019-03-18 11:43:03,2,0.93,7.5,1.1,0.0,11.9,yellow,credit card,Murray Hill,Midtown Center,Manhattan,Manhattan
2019-03-23 11:12:10,2019-03-23 11:21:10,4,1.77,8.0,0.0,0.0,11.3,yellow,cash,Greenwich Village South,World Trade Center,Manhattan,Manhattan
2019-03-13 07:55:53,2019-03-13 07:59:35,1,0.88,5.0,2.08,0.0,10.38,yellow,credit card,Upper East Side South,Midtown East,Manhattan,Manhattan
2019-03-09 13:24:54,2019-03-09 13:28:50,1,0.57,4.5,1.56,0.0,9.36,yellow,credit card,Upper East Side South,Midtown East,Manhattan,Manhattan
2019-03-17 03:42:53,2019-03-17 03:50:53,5,2.54,9.5,2.66,0.0,15.96,yellow,credit card,Union Sq,Financial District North,Manhattan,Manhattan
2019-03-01 19:51:23,2019-03-01 20:00:07,1,1.47,7.5,2.36,0.0,14.16,yellow,credit card,Midtown East,Kips Bay,Manhattan,Manhattan
2019-03-31 09:52:21,2019-03-31 09:57:46,6,1.19,6.0,1.86,0.0,11.16,yellow,credit card,Penn Station/Madison Sq West,Union Sq,Manhattan,Manhattan
2019-03-29 18:32:29,2019-03-29 18:45:32,1,2.79,12.5,3.36,0.0,20.16,yellow,credit card,Murray Hill,Two Bridges/Seward Park,Manhattan,Manhattan
2019-03-20 14:05:34,2019-03-20 14:12:28,2,1.02,6.5,0.0,0.0,9.8,yellow,cash,Lenox Hill West,Upper East Side North,Manhattan,Manhattan
2019-03-30 18:52:10,2019-03-30 19:04:46,2,3.48,13.0,3.26,0.0,19.56,yellow,credit card,Midtown South,Upper East Side North,Manhattan,Manhattan
2019-03-30 15:08:38,2019-03-30 15:19:44,1,1.73,9.5,1.0,0.0,13.8,yellow,credit card,Lincoln Square East,Upper East Side South,Manhattan,Manhattan
2019-03-06 22:04:19,2019-03-06 22:12:56,4,1.11,7.0,2.16,0.0,12.96,yellow,credit card,Battery Park City,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-16 03:09:49,2019-03-16 03:17:49,1,1.6,7.5,1.0,0.0,12.3,yellow,credit card,West Village,East Village,Manhattan,Manhattan
2019-03-25 09:07:29,2019-03-25 09:30:47,1,2.92,16.0,4.82,0.0,24.12,yellow,credit card,Midtown Center,Hudson Sq,Manhattan,Manhattan
2019-03-08 16:26:52,2019-03-08 16:32:17,1,0.6,5.5,2.45,0.0,12.25,yellow,credit card,Midtown Center,Midtown South,Manhattan,Manhattan
2019-03-16 00:01:32,2019-03-16 00:27:06,1,5.24,21.0,3.5,0.0,28.3,yellow,credit card,Lincoln Square East,Steinway,Manhattan,Queens
2019-03-07 07:11:33,2019-03-07 07:11:39,1,1.6,2.5,0.0,0.0,5.8,yellow,,Murray Hill,Murray Hill,Manhattan,Manhattan
2019-03-25 18:49:11,2019-03-25 18:55:59,1,1.64,7.0,3.39,0.0,14.69,yellow,credit card,Meatpacking/West Village West,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-28 21:26:12,2019-03-28 21:33:37,1,1.0,6.5,2.05,0.0,12.35,yellow,credit card,Midtown North,Garment District,Manhattan,Manhattan
2019-03-25 07:55:58,2019-03-25 08:03:50,1,1.6,7.5,2.16,0.0,12.96,yellow,credit card,Upper West Side North,Lincoln Square East,Manhattan,Manhattan
2019-03-29 09:44:36,2019-03-29 10:07:13,1,2.17,14.5,1.0,0.0,18.8,yellow,credit card,Upper East Side South,Garment District,Manhattan,Manhattan
2019-03-31 12:48:27,2019-03-31 12:58:46,1,1.56,8.0,1.7,0.0,13.0,yellow,credit card,Upper East Side South,Murray Hill,Manhattan,Manhattan
2019-03-12 15:04:51,2019-03-12 15:12:22,1,0.6,6.0,0.0,0.0,9.3,yellow,cash,Upper East Side South,Midtown East,Manhattan,Manhattan
